	Name	main_news	tagged_news
13	FB	Facebook Buys Service to Show Targeted Ads Across the Web: Facebook buys an advertising technology that could allow it to better use its personal data to sell ads.	Geeks for Peace: Can a network of tech-savvy Kenyans tracking hate speech and mapping trouble spots keep the election quiet?
14	FB	"How to Beat Some Facebook Scammers: There is a thriving business in artificially inflating a Facebook page’s audience. Here is one way scammers trick you into helping them, and what you can do to stop it."	
16	FB	"Study: Facebook Users More Protective Even as They Reveal More About Themselves: Facebook users in one university network have become more wary of revealing sensitive personal information to the public even as they seem to be revealing much more about themselves to Facebook and its third-party business partners, an academic pa..."	
17	FB	"Sandberg Takes Her Message to Wall St.: Kicking off her East Coast book tour, Sheryl Sandberg, the chief operating officer of Facebook, will attend events this week at Goldman Sachs, Morgan Stanley and JPMorgan Chase."	
18	FB	"Facebook Shows Off New Home Page Design, Including Bigger Pictures: Mark Zuckerberg described the social network’s new look for its News Feed as a “personalized newspaper” that allows users to choose the topics they’re most interested in."	
19	FB	"The Breakfast Meeting: New Ways to Swap E-Content and Time Warner’s Spinoff Trend: Apple and Amazon are trying to make it possible for Web consumers to swap content on a grand scale, Time Warner’s spinoff of Time Inc. is the latest evidence of a strategy of divestment, and Facebook’s redesign strategy is already popular with adv..."	
22	FB	"Q&A: Quieting a Noisy Facebook: If you hear Facebook making sounds when your friends post updates, your notifications settings are set to include audio alerts."	
28	FB	"Search Tool on Facebook Puts Network to Work: Facebook’s new search tool uses friends and their “likes” to find people, places and things."	
29	FB	Finding Their Next Facebook: The Winklevoss brothers have moved on from their battle with Mark Zuckerberg and are more active than ever.	"At The New Republic, Even Firings Enter the Digital Age: Timothy Noah, an editor at the magazine, tweeted out that he’d been fired."
30	FB	"What You Didn’t Post, Facebook May Still Know: Facebook is no longer relying solely on what its users reveal. Instead, it is tapping outside data sources to learn even more about them, and to sell more finely targeted ads."	"Hey, What About Men’s Rights?: It is a myth that Indian society is male-dominated, and a recent anti-rape law is discriminating against men, a group in Pune says."
37	FB	Facebook Is Expected to Introduce Its Phone: Facebook is expected to introduce a Facebook-centric phone on Thursday that is intended to help increase its profit overseas.	"How to Get Rich From the Eastward Tilt: The next Steve Jobs may well be living in a place like Pakistan, Turkey or Nigeria, thanks to a surge in entrepreneurship that is a response to the peril and promise of a globalized economy."
40	FB	"G.M. Returns to Facebook for a Test, for Now: General Motors, which made headlines in May 2012 when it stopped running paid advertising on Facebook, said on Tuesday that it had begun a test program of paid ads on facebook.com aimed at consumers who check Facebook on their mobile devices."	
41	FB	"Facebook Refines Ad Targeting: Facebook allowed advertisers to target its users based on their demographic profile and interests. Now, in a bid to grow advertising revenues, the company will allow brands to show ads based on what those users bought, online and offline."	
43	FB	"Nasdaq Cuts Chief’s Bonus Over Facebook I.P.O.: The board of the market operator Nasdaq OMX Group has cut the 2012 bonus of the company’s chief executive, Robert Greifeld, by 62 percent, as a result of the botched Facebook initial public offering last May."	
50	FB	"Putting a Dollar Value on a Facebook Fan: On average, it’s $174.17, according to Michael Scissons, chief executive of a social media marketing firm. A conversation."	"The Flattening of Design: Flat design is become the stylistic choice for technology companies, partly driven by the constraints of smartphones, and also with a hope to escape the look of digital design."
52	FB	"Looking at Facebook’s Friend and Relationship Status Through Big Data: Wolfram Alpha, a computational search engine, released a slew of fascinating data about Facebook users, including the age of friends, relationship status, and how these change based on age and geographical locations."	
56	FB	"Mobile Ads Help Propel Earnings at Facebook: Facebook reported that about 30 percent of its total advertising revenue came from mobile devices, a significant jump from the last quarter."	
57	FB	Q.& A.: Using Facebook Chat Heads: The recent update to the Facebook app for iOS devices includes the “Chat Heads” feature.	
62	FB	"Daily Report: Zuckerberg’s Lobbying Group Is Criticized Over Tactics: The advocacy group Fwd.Us, created by Facebook’s Mark Zuckerberg and others, has shocked some liberals with its tactics in a campaign to support immigration reform, Somini Sengupta and Eric Lipton report in The New York Times."	
63	FB	Q.& A.: Getting More (or Less) Mail from Facebook: You can tell Facebook what types of e-mail notifications you would like to receive by adjusting your account settings.	
75	FB	"Mary Meeker Peers Into the Future of Mobile, Wearables and Facebook: The Internet analyst Mary Meeker predicts a growing use of wearable computing and photo sharing, among other Internet trends she presented at the All Things D conference in California."	
77	FB	"Hate Speech on Facebook: The company has finally moved to further restrict hate speech directed at women, but its slow response may be indicative of a deeper problem in technology companies."	Innovative and Frighteningly Accomplished — and Not Even 30: T asked a group of authorities on subjects ranging from music to design to literature to profile some of the most game-changing men and women in their 20s.
78	FB	"Why Haven’t the Marines Shown Stronger Support for Women?: There were 6 Facebook pages in existence, as of May 2013, devoted to promoting sexual violence, rape and degradation of female Marines."	"The Distasteful Side of Social Media Puts Advertisers on Their Guard: Social media sites are trying to determine what sort of control they have over user-generated content, particularly when it affects advertising."
79	FB	"Malware That Drains Your Bank Account Thriving on Facebook: In case you needed further evidence that the White Hats are losing the war on cybercrime, a six-year-old Trojan horse that drains your bank account is alive and well on Facebook."	Internet Hate Speech: The Anti-Defamation League discusses the necessity of providing a balance online between free speech and a hate-free Internet environment.
82	FB	"Ad Formats at Facebook to Be Fewer: The social network said it would overhaul the way it sells ads, and eliminate about half of the existing styles, to simplify the process for marketers."	"Daily Report: U.S. Confirms That It Gathers Online Data: The government has acknowledged collecting information from Internet companies about foreigners overseas in search of national security threats, Charlie Savage, Edward Wyatt and Peter Baker report in The New York Times."
84	FB	Tech Companies Tread Lightly in Statements on U.S. Spying: Companies like Facebook and Google must balance the image of privacy protection with compliance with the law.	3 Tech Giants Want to Reveal Data Requests: The technology companies asked the government for permission to reveal details about the classified requests they get for the personal information of foreign users.
85	FB	"Daily Report: Google, Facebook and Microsoft Ask to Reveal U.S. Data Requests: The technology companies asked the government for permission to reveal details about the classified requests they get for the personal information of foreign users, Claire Cain Miller reports in The New York Times."	News Finds New Ways to Flow as Greek State Broadcaster Is Shut : The government said ERT and would reopen later with far fewer employees to satisfy the demands of Greece’s creditors because the news outlet had become corrupt and bloated.
91	FB	"Facebook Takes On Twitter With Video: The company will add an instant 15-second video service to Instagram, in an answer to Twitter’s Vine feature."	"Daily Report: Deepening Ties Between N.S.A. and Silicon Valley: Increasingly broad connections between Silicon Valley and the National Security Agency, in terms of recruiting and investment in start-ups, reflect the degree to which they are now in the same business, James Risen and Nick Wingfield report in The..."
97	FB	"Nice to Meet You ... Again: Through Facebook and dating Web sites, online reality and its offline counterpart can blur."	
99	FB	"Q&A: Signing Out of Facebook: If you stay logged into Facebook even when you quit your browser program, and would rather sign out of your account, check your settings."	
100	FB	140 Characters Spell Charges and Jail: Social media users have faced jail time after the Secret Service saw their threats to President Obama on Twitter or Facebook.	
102	FB	"Daily Report: Facebook Rolls Out a Powerful Search Tool: The new feature, called Graph Search, will allow users to search through data posted within their social network in extensive and subtle ways."	
105	FB	"Young, Rich and Relocating Yet Again in Hunt for Political Office: Sean Eldridge and his husband, the Facebook co-founder Chris Hughes, bought two multimillion-dollar homes in New York State that were seen as launching pads for a Congressional run."	
110	FB	"Two Tips for Facebook Users: Two features, the Other folder and privacy settings, may be hard to find but are handy to know about."	
112	FB	"Economic Reports for the Week of July 22: Governments reports will include sales of new homes for June, and companies reporting earnings will include McDonald’s, Apple, Facebook, Ford and Boeing."	
114	FB	"Online, a Cereal Maker Takes an Inclusive Approach: General Mills created a cereal lovers group on Facebook that welcomes mentions and even recipes made with cereals made by its competitors."	"Paltalk Tries to Take Advantage of Its Prism Notoriety: Paltalk, a video chat service, was the least-known company in the government’s Internet spying program. Now it is trying to tap into the surge of interest to introduce its new tablet apps and revamped service."
115	FB	Daily Report: Facebook’s Mobile Ad Revenue Cheers Investors: The social networking company said Wednesday that mobile advertising’s share of total ad revenue went from virtually nothing a year ago to 41 percent in the second quarter.	Welcoming a Royal Baby While Trying Not to Steal the Spotlight: Advertisers took to social media to send congratulatory messages to the royal family — examples of how brands are increasingly trying to become part of news-driven cultural moments.
116	FB	"E-Commerce Company Learns to Sell Directly on Facebook: For one owner, the biggest challenge was figuring out how to accept payments."	
119	FB	"Facebook’s I.P.O. Breakthrough: But the shares of the social network giant still have a way to go. In comparison, the Nasdaq market is up more than 20 percent, and Google more than 40 percent since the May 17, 2012, market debut of Facebook.,"	
120	FB	"Daily Report: Facebook Shares Briefly Surpass I.P.O. Price: A year after Facebook’s initial public stock sale, its shares briefly crossed an important psychological barrier, trading for the first time above $38 a share."	
121	FB	T.M.B. (Too Much Baby): Facebook and free will.	
123	FB	"Facebook Adjusts Its News Feed to Bump Up Older Posts: Facebook users will see important older items they missed mixed in with newer items as the company tweaks the formulas that drive its news feed. Other changes are also coming, as the company pledges to disclose more about the mysteries of the feed..."	
126	FB	Finding Ways to Improve Your Marketing on Facebook: How do you make sure all of your Facebook fans actually see your content?	"Locating a Missing Amazon Order: A buyer can check the status of any order placed through the Amazon site, even if it was with a third-party seller."
127	FB	When Lawyers Cut Their Clients Out of the Deal: The Supreme Court will soon decide whether to hear a case about a class action suit against Facebook that awarded plaintiffs’ lawyers millions while class members got nothing.	
129	FB	"Our Daily Cup of Facebook: More than 40 percent of the American population visits the social network on any given day, with most of those visitors using mobile devices."	
130	FB	Why a Twitter I.P.O. Should Go Dutch: The modified Dutch auction that was used by Google founders Larry Page and Sergey Brin in its initial public offering successfully mitigated some of the hype Facebook couldn’t.	
134	FB	"Daily Report: Facebook Leads Effort to Widen the Net: Facebook plans to announce an industry effort aimed at drastically cutting the cost of delivering basic Internet services on mobile phones, particularly in developing countries."	
138	FB	"Malicious Software Poses as Video From a Facebook Friend: Attackers are using built-in features of the Chrome and Firefox Web browsers to install malicious software that can see everything stored in the browser, including saved passwords for e-mail and social network accounts, according to Italian securi..."	"Cooking With a New Computer: Unless a specific program is needed — say, one for creating a cookbook — choosing between Mac or Windows is a matter of preference."
140	FB	"Facebook to Update Privacy Policy, but Adjusting Settings Is No Easier: Facebook unveiled new privacy policies it plans to put in place next week, but has done nothing to simplify its maze of privacy controls."	
144	FB	Privacy Groups Ask F.T.C. to Block Facebook Policy Changes: Privacy advocates say coming changes to Facebook’s privacy policies violate a 2011 order by federal regulators requiring the social network to obtain explicit consent from its users before using their personal information for commercial purposes.	
145	FB	"Facebook Delays New Privacy Policy: Facebook, the world’s largest social network, said it would delay the rollout of new privacy rules, which it had planned to put in place on Thursday."	"A New World Where We All Keep Score: Complex though you may be, ever more companies believe they can reduce you to a number. But how much confidence can we have in these numbers of our lives?"
146	FB	"Tech Companies Escalate Pressure on Government to Publish National Security Request Data: On Monday, Yahoo and Facebook filed suit in a secret court to ask for permission to publish data on the national security requests they receive, and Google and Microsoft amended the suits they had already filed."	
148	FB	"Facebook Privacy Change Is Subject of F.T.C. Inquiry: After a storm of negative comments from users, the Federal Trade Commission has begun an inquiry into Facebook’s latest privacy policies."	
149	FB	"Daily Report: F.T.C. Raises Questions About Facebook’s New Privacy Policy: Facebook, which has repeatedly tripped over its own feet when changing its privacy practices, has stumbled yet again."	
150	FB	"Twitter vs. Facebook: A Tale of Two Sites: All eyes are on Twitter as it prepares for an initial public offering of stock, and many are comparing it to Facebook, which went public last year. How do the two social networking sites actually compare?"	
151	FB	"Iranians Gain Access to Facebook and Twitter: The government’s longtime firewall had forced Iranians to use special software to access the sites, and it was unclear whether the opening Monday was the result of an official decision or a glitch."	"Twitter’s Plans May Run Into China’s Attitudes Toward the Internet: Twitter has opportunities to sell advertising to Chinese enterprises, but it may do well to pay attention to the Chinese government’s efforts to win allies for its approach to managing the Internet."
153	FB	"Facebook Removes Dating Ads Featuring Photo of Dead Girl: The social network apologized for ads placed by a dating service that featured photos of Rehtaeh Parsons, a Canadian girl who committed suicide in April after she had been cyberbullied over an alleged rape."	
162	FB	"Facebook Now Allows Users to Search Timelines: Facebook said people can now search “status updates, photo captions, check-ins and comments” from both their own timelines and those of their friends, as the company continues to target Google and other search outlets."	
164	FB	Social Networks in a Battle for the Second Screen: Facebook and Twitter are vying to become the nation’s digital water cooler as they woo networks and advertisers.	Exploring the Challenges and Opportunities in the New Communication Climate: An exploration of the challenges and benefits that come as environmental communication moves to social networks and the Web.
171	FB	Facebook Buys Israeli Maker of Data Compression Software for Mobile Web Effort: Onavo may help Facebook’s Mark Zuckerberg reach his goal of bringing low-cost mobile Web access to billions.	
172	FB	"Dear Twitter, Please ‘Like’ This: While social networks copy each other’s features all the time, is it time for Twitter to adopt Facebook and Instagram’s “like” button?"	
173	FB	"Facebook Eases Privacy Rules for Teenagers: Teenagers will now be able to post items that can be seen by the public, making it easier for the social network to turn a post into an ad that can be shown widely."	
174	FB	"Daily Report: Facebook Shifts Its Rules on Privacy for Teenagers: Teenagers will be able to share posts with everyone, not just their friends, a new policy that simultaneously gives youths more freedom and improves Facebook’s ability to market to them."	
175	FB	Politics in the Facebook Age: A reader foresees uglier and more personal attacks on candidates.	
176	FB	"Mark Zuckerberg Starts Spending His Billion-Dollar Charitable Fund: The Facebook co-founder, who pledged 18 million shares of Facebook stock to charity last December, is beginning to direct that money to various causes, including an investment in a Massachusetts start-up and a contribution to a group promoting com..."	
178	FB	"Social TV Ads (Sort of) Come to Facebook: A social advertising company is offering a new product that will synchronize ads to run on television and Facebook at the same time. It offers modest competition to Twitter, which has a more sophisticated TV ad targeting product."	"Hollywood Stars Ask N.S.A. to Stop Mass Surveillance: Oliver Stone, Maggie Gyllenhaal, John Cusack and Wil Wheaton team up with the Electronic Frontier Foundation for a video that criticizes spying practices and companies that have cooperated with government requests for information."
180	FB	Instagram Will Begin Showing Ads in the Photo Stream: The popular photo and video sharing service owned by Facebook will begin showing ads to its 60 million users in the United States in the next week.	"Freedom of Speech Online: A college student writes that freedom, however flawed, is better than censorship."
181	FB	Researchers Draw Romantic Insights From Maps of Facebook Networks: Two computer scientists analyzing Facebook data found that spouses and romantic partners in the strongest relationships tend to act as bridges to different parts of a person’s social world.	Twitter Prepares to Feed New Hunger for I.P.O.’s: The social media giant is entering one of the strongest markets for initial public offerings in three years.
183	FB	"Mobile Ads Fuel a Jump in Profit at Facebook: Profits doubled in the third quarter, and the social network reported that mobile ads now accounted for about half its advertising revenue."	
189	FB	"Twitter as the Yin to Facebook’s Yang: Twitter’s more muted approach more clearly benefits prospective investors, the author contends."	
190	FB	"Merging and Splitting iPhoto Events: You can change photo groups that iPhoto automatically makes for you. Also, guarding your privacy on Facebook."	
192	FB	"In Europe, Thousands of Requests for Facebook Data: Richard Allan, the director for public policy for Facebook in Europe, the Middle East and Africa, said the company received 8,500 requests from the European Union affecting 10,000 user accounts during the first six months of this year."	
194	FB	"Daily Report: Snapchat Waits for a Better Offer Than Facebook’s: The rising social media platform, popular with teenagers, rejected a buyout offer worth billions of dollars because its founders believe making a deal now would leave billions more on the table."	"Rejecting Billions, Snapchat Expects a Better Offer: Snapchat, a social media service, has become one of the most sought-after businesses in the technology industry."
195	FB	Facebook Reasserts Posts Can Be Used to Advertise : The company says it made more clear that postings and other personal data can be used in advertising on the site and reiterated that includes information from teenage users.	
198	FB	"What’s He Really Like? Check the Lulu App: Lulu, a female-friendly social networking app, lets users anonymously review their male Facebook friends, with scores appearing under a rated man’s profile picture."	
213	FB	Facebook to Join S.&P. 500: Facebook stock jumped close to 4 percent in after-hours trading on news that it would join the Standard & Poor’s 500-stock index at the end of next week.	Instagram Direct Takes Photo-Sharing Private: Instagram Direct would let users send private photos and videos to their friends.
214	FB	Kosovo Attains Status (on Facebook) It Has Sought for Years: Nation: Kosovars can now register Kosovo as their home country on Facebook. Their leaders fought hard for what they see as a validation of sovereignty.	"$3 Million Prizes Will Go to Mathematicians, Too: Yuri Milner, the Russian entrepreneur and philanthropist, announced the Breakthrough Prize in Mathematics, the latest of his lavish cash awards to scientists."
216	FB	"In Facebook News Feeds, Here Come Commercials: Starting this week, Facebook will introduce video advertisements into the news feeds of its users, a push for more ad revenue that may not be liked by everyone."	
218	FB	"Facebook to Offer More Shares to the Public: When the markets open on Monday, Facebook will be a member of the Standard & Poor’s 500-stock index."	"The Ties that Bind Transgendered Communities: Ostracized by Indian society, hijras, or men who identify themselves as women, find ways to form their own families."
229	FB	Pay-Per-Like: Companies are paying small armies of people in developing countries to “like” their Facebook pages.	
233	FB	"Skeptical of Facebook, Until the Checkbook Came Out: Josh Miller, who once wrote that Facebook has “an irreversibly bad brand,” has accepted its buyout offer for Branch and Potluck, his social network services."	
235	FB	"A Social Media Marketer Assesses Facebook’s Advertising Platform: There may be a billion people on Facebook, says Jeff Gibbard, but no business needs to reach a billion people."	Fukushima Radiation (Still) Poses No California Risk: Fresh coverage of the lack of radiation risk in California from the Fukushima disaster.
236	FB	"Facebook Rolls Out Its Version of Trending Topics: The social network is adding a module to its news feed that will suggest popular topics of conversation on the service, customized for each user."	"Wheelies: The Better Efficiency Now Edition: An automotive panel in Detroit says 54.5 m.p.g. is possible with current technology; Subaru expects to sell 500,000 vehicles a year in the United States by 2016."
238	FB	"Daily Report: Homegrown Social App Dominates Chinese Market: Weixin, a fast-growing app from the Chinese Internet company Tencent, is no mere copy of any existing service, and its success may thwart Facebook’s ambitions in China."	
243	FB	"Did Big Internet Companies Handicap Start-Ups in FISA Rule Changes?: A small but significant caveat, in a new agreement brokered between the Obama administration and Google, Facebook, Yahoo and Microsoft could cast a long shadow over America’s technology start-ups."	"Jason Calacanis Shoots for Human Moments in News Feeds: A rush of new entrants to new media involves people. The latest, called Inside, is a news aggregator that aims to ignore news aggregators and point people to original content (if they want more after reading a 40-word digest.) Other new business, ..."
244	FB	"Flipping the Switches on Facebook’s Privacy Controls: If you value your privacy, using the service means determining not only what you want to share, but also who gets to see it."	"Atlanta’s Residents and Officials Turn to Social Media Amid Snowstorm Chaos: With snow and ice paralyzing Atlanta and other parts of the Southeast, people turned to social media to make pleas for help and offer assistance."
245	FB	"Facebook Unveils New Tool to Read Posts and News: The social network is introducing Paper, a visually focused iPhone application that makes it easier for a user to scan a news feed and discover new content on the service."	
246	FB	"As Facebook Turns 10, How Has It Transformed Your Life?: Did you meet your mate through the site? Start a business? Reconnect with an old friend? Tell us how Facebook has changed your life."	
247	FB	"Makers of Paper App Ask Facebook to Change Its New App Name: FiftyThree, the maker of a popular app called Paper, is asking Facebook to change the name of a new app that is being released Monday, also called Paper."	
248	FB	"The Other Super Bowl Contest: Twitter vs. Facebook: Advertisers were chattering far more on Twitter than on Facebook during the big game, according to a social media platform that analyzed the traffic."	
250	FB	"Facebook and Football: Yes, every day humans post billions of likes and send trillions of messages, but there is a connective power in sports that goes beyond pixels."	
252	FB	"Sorting iPad Apps by Name: A method to sort apps alphabetically, and how to edit the Facebook “Look Back” greatest-hits movies."	
255	FB	Daily Report: Facebook Settlement on Ads and Privacy Comes Under Fire: A class-action settlement intended to ensure that Facebook obtains consent before using people’s images or other data in ads is about to receive another legal challenge.	
257	FB	"Is Instagram Another Path to Riches for Facebook?: The photo- and video-sharing service offers a powerful way for fashion, retail and travel brands to connect with customers, according to a new research report. If Facebook begins to aggressively market e-commerce and advertising on Instagram, it w..."	
258	FB	Advisers on Facebook Deal Could Earn More Than $80 Million: The two advisers who helped Facebook make its largest acquisition to date stand to earn tens of millions of dollars for their work.	
259	FB	Modeling the Financial Logic for Facebook’s Huge Deal: A new Reuters Breakingviews calculator shows how the social networking giant can bring the messaging start-up’s valuation in line with its own.	"The Other Big Winner in the WhatsApp Deal: Your Wallet: By helping people bypass exorbitant texting fees charged by mobile carriers, WhatsApp saved heavy users of texting a lot of money. There’s a larger lesson here for all telecom carriers."
260	FB	"Daily Report: Facebook Bets on Users First and Profits Later: The social networking giant’s agreement to buy the messaging start-up WhatsApp for up to $19 billion is risky, but follows a trend in valuing the number of users over revenue."	"The Founders of WhatsApp: Operating under the radar, the creators of the app have worked to fulfill a singular vision: Create a good messaging service."
261	FB	"Facebook Stock Not So Different Than Bitcoin: The risk for Facebook and Bitcoin, respectively, is that someone creates a better social network or decentralized digital currency, writes Rob Cox of Reuters Breakingviews."	
267	FB	Now Facebook Has a Drone Plan: Facebook is in discussions to acquire a manufacturer of high-altitude drones for about $60 million. The purchase would allow the social network to advance its ambitions of connecting everyone in the world to the Internet.	
268	FB	"With Move to Limit Gun Sales, Facebook Is Caught in Debate: Under pressure from law enforcement and advocacy groups, Facebook took steps Wednesday to regulate gun sales on its site as well as on its photo-sharing app Instagram."	
269	FB	"Facebook’s Gun Sale Changes Could Be Hard to Enforce Around the World: The social media company’s new rules have riled both gun enthusiasts and gun-control advocates in the U.S. In other countries, a tangle of regulations will complicate matters."	"To Spur Traffic at News Sites, Just Travoltify: John Travolta’s mispronunciation of a name at the Oscars led the website Slate to create a feature to do the same with anyone’s name — the kind of interactive game now driving Web traffic."
270	FB	Icahn Discloses He’s Now on Facebook: The billionaire investor said in a regulatory filing on Friday that he planned to start using the social network as another platform for his activism campaigns. He is already on Twitter and has his own corporate blog.	
271	FB	"Popular Demand: Facebook usage remained constant at 58 percent from 2013 to 2014, while Instagram grew from 12 to 19 percent overall. Snapchat surged 10 points to 13 percent penetration, and is used by 46 percent of younger users."	Anne Rice Reviving the Vampire Lestat: “Prince Lestat” is set for release in October.
274	FB	"Facebook’s Zuckerberg Complains to Obama Over Government Spying: In a public post, Mark Zuckerberg, Facebook’s chief executive, says the U.S. government “should be the champion for the Internet, not a threat.” He said he called the president on Wednesday to complain about the latest revelations of spying by the..."	
275	FB	"Mark Zuckerberg’s Call to Obama Was Not About Privacy: What Facebook’s founder is really concerned about is Internet security, which also happens to protect the interests of his company."	"Spring Cleaning Who Has Access to Your Data: As spring comes into view, it’s time to manage which apps and services have access to your social accounts and can see everything you’re doing."
276	FB	"Measuring the Facebook Cover Photo: Plus, how to share iTunes files between computers."	"Battle on for stakes in Alibaba debut: The battle is on for a piece of the Alibabba listing- it would be a big win for the NYSE or the Nasdaq, not to mention a long list of underwriters all vying to get part of the huge deal."
279	FB	"Facebook’s Hack, a Language of Tech Competition: The world’s biggest social network introduced on Thursday a new open-source software language that is focused on helping to build interactive web pages. Besides winning geek credibility, it’s the latest version of a decades-old effort in tech to w..."	Data drown out Yellen rate talk: Summary: Stocks rebound as economic data improve without help from housing; 29 of 30 U.S. banks pass Fed’s annual stress exam; Nike easily races past estimates.
282	FB	"Facebook in $2 Billion Deal for Virtual Reality Company: Facebook announced that it had reached an agreement to buy Oculus VR, the maker of a virtual reality headset, in a bet that social networking will one day become an immersive, 3-D experience."	"A Ranking of Top Executives by Their Employees: The chief executives of LinkedIn, Ford Motor Company, Northwestern Mutual, Goldman Sachs and Intuit were among the top scorers in Glassdoor’s ranking of the leaders at 51 big companies. Yahoo and General Electric anchored the bottom."
283	FB	"After Facebook’s $2 Billion Deal, Some Virtual Unreality in the Stock Market: Shares of two relatively unknown companies, Oculus Innovative Sciences and Oculus VisionTech, surged on Wednesday, possibly benefiting from a case of mistaken identity among investors."	"On Eve of M.&A. Conference, Deal Makers Feel Hopeful, but Still Wary of Activists: A poll of mergers bankers and lawyers finds that deal makers remain hopeful that acquisitions will continue, but they remain wary that dissident shareholders will still do their best to stir things up."
284	FB	"Daily Report: Inventor Behind Oculus Rift, a Virtual Reality Sensation: Facebook’s acquisition of Oculus VR has brought attention to its co-founder Palmer Luckey and the Southern California tech scene where his company took root."	
285	FB	A New Facebook Lab Is Intent on Delivering Internet Access by Drone: Facebook is creating a laboratory to devise a way to provide web access from solar-powered drones or perhaps other “connectivity aircraft.”	"Smartphones, the Disappointing Miracle: People from Earth’s most remote corners have something in common: They all download apps, interacting with the mobile Internet billions of times a day, and they all feel frustration at slow loads and app crashes. A new report shows how much work i..."
290	FB	"Who Are You on Facebook Now?: The social network customizes “gender” with 50 different choices, including non-binary, androgyne, gender questioning and neither."	
294	FB	"Twitter and Facebook Wield Little Influence on TV Watching: New research suggests that when Americans decide to watch a television show, they’re not paying much attention to social networks."	
295	FB	"‘I’m 5’2, but I Identify as Heidi Klum’: Facebook’s new labels for gender identification cause one to ponder the possibility of so many more."	
296	FB	"With Purchase of Drone Maker, Google Sees a Fleet of Satellites: Following in Facebook’s footsteps, Google said Monday that it had purchased Titan Aerospace, the maker of high-altitude drone satellites, which will be used to take photos of the earth and to connect people to the Internet."	
297	FB	"Facebook Requires Users to Install Separate Messaging App: The social network is removing messaging from its smartphone app, requiring users to install a separate piece of software to restore the feature. Facebook says the strategy will speed up the user experience."	
298	FB	"Times Minute | Korean Ferry Tragedy: Hundreds missing and feared dead of the South Korean coast. Also on the Minute, Kathleen Sebelius weighs a Senate run and Facebook’s big gamble on apps."	"Game of Drones: It just might be the right time for a “Top Gun” sequel, considering we’re already on the highway to the danger zone."
299	FB	"Facebook’s New Twist on Location Sharing Puts Users in Control: The social network is rolling out a new feature, Nearby Friends, that allows mobile users to broadcast their general location to their friends. But simple privacy controls give users the power to decide how much more to share."	
300	FB	"Insider Trading Cases and Automakers’ Earnings: An appeals court will look at two hedge fund traders’ convictions, G.M. and Ford will release their first-quarter earnings, and Facebook, too, will post its quarterly results."	
302	FB	"Facebook Profit Tripled in First Quarter: The company reported 1.28 billion monthly users, most on mobile devices, and easily exceeded analysts’ expectations for revenue and profit."	
304	FB	"Answering Readers’ Questions About the Baseball Maps: Although Facebook data must be taken with a grain of salt, the results broadly match up with findings from other sources."	
305	FB	"How to Back Up iTunes Podcasts: Shows can be saved manually, but there are also ways to automatically keep files backed up. Also, blocking Facebook game requests."	"Despite Twitter Backlash, New York Police Dept. Plans to Expand Social Media Efforts: Commissioner William J. Bratton is determined to use social media to promote the New York Police Department, even after encountering a flood of negative attention on Twitter."
307	FB	"It’s a small world, after all.: An increasing number of Facebook users have friends in other countries, although the degree to which this is true varies by nation."	
308	FB	"Daily Report: Facebook to Enhance Privacy Controls: The company’s move is part of its goal to become a platform on which other apps run, with Facebook accounts used as universal IDs."	Game Legend Carmack at Center of Oculus Dispute: John Carmack is one of the most celebrated technical wizards in the video game business. Now his involvement with the virtual reality start-up Oculus VR is prompting accusations from his old employer that he went too far in helping the company imp...
310	FB	"Advertisers Seek a ‘Second Screen’ Connection With Viewers: Companies try to reach multitasking television watchers through their smartphones, tablets and laptops with Twitter and Facebook posts that are relevant to popular programs."	
314	FB	"A Patent Surfaces Detailing a Facebook Smartphone: While reports of a Facebook phone have been circulating for years, a Facebook patent filing has surfaced that shows the exploration of a unique smartphone with touch pads on the rear and side of the device."	"For the Love of Being ‘Liked’: For social-media users, a mass anxiety of approval seeking seems far more suited to a high school prom than a high-functioning society."
315	FB	"Popular Demand: General Sentiment scores social activity across sources like Facebook, Twitter, RSS feeds, blogs, forums and article comments. In the four weeks to April 27, fans of “How I Met Your Mother” and “Game of Thrones” drove frequent mentions of their TV..."	
316	FB	Which Team Do You Cheer For? An N.B.A. Fan Map: Highlights from a map of N.B.A. fandom based on Facebook “likes.”	
323	FB	"Daily Report: Facebook, in Shift, to Tighten Privacy Settings: The change in default settings and the person-by-person review, which may surprise users who suddenly realize how widely their personal information has been shared, is a sharp reversal for Facebook."	
324	FB	"Times Minute | Facebook Privacy Moves: Also on the Minute, the latest N.S.A. bill is weaker than expected, and A.O Scott reviews “X-Men: Days of Future Past.”"	
333	FB	"Facebook Under Fire for Temporarily Blocking Pages in Pakistan: Citing pressure from the Pakistani government, Facebook said it blocked left-wing political pages and a popular rock band, Laal, whose members spoke out against Taliban."	
335	FB	"Facebook Hires From PayPal to Focus on Messaging: The company announced that it had hired David Marcus, PayPal’s president, to lead the expansion of messaging products — and eventually, to figure out how to make money from them."	
337	FB	"Daily Report: Facebook to Give Users More Control Over Marketing Data: The service plans to announce that it is going to give its users the ability to see the marketing files that it keeps on them and change, add or delete data from them."	
340	FB	"Facebook Releases Slingshot for Self-Destructing Selfies: On Tuesday, Facebook rolled out Slingshot, a stand-alone app that lets users share photo and video messages that are then meant to disappear."	
