,date,open,high,low,close,volume,Name,main_news,tagged_news,target_reg,target_class
430,2014-10-23,79.38,80.63,79.01,80.04,35055800,FB,Facebook’s Rooms App Is a Flashback to Internet Bulletin Boards: The mobile-only app is separate from Facebook’s social network and allows users to create discussion rooms in which anyone can participate using a pseudonym.,,80.74,True
431,2014-10-24,80.2,80.8183,79.32,80.67,32247520,FB,"Shining a Light on Nosy Apps: Plus, creating a fund-raising page on Facebook.","What We’re Reading: New York Times reporters and editors highlight great stories from around the web. Today, great reads from Mark Leibovich, Elisabeth Rosenthal and others.",80.18,False
432,2014-10-27,80.74,80.8,79.76,80.28,30168921,FB,The Social Network That Pays You to Friend: Tsu plans to share revenue with its users. Is it the democratic social network that Facebook critics have been calling for?,,75.45,False
433,2014-10-28,80.18,81.16,79.57,80.77,74211768,FB,"Seeking Bipartisanship? Listen to Taylor Swift on the Jersey Shore: Facebook published a glimpse of the cultural similarities and differences between Republicans and Democrats, based on pages they “liked.”",,75.05,False
437,2014-11-03,75.47,75.52,73.7,73.88,40727330,FB,"More Voters Track Candidates by Smartphone: New research suggests that you are probably reading this piece of political news on your smartphone, by way of Facebook or Twitter.",,76.51,True
438,2014-11-04,74.23,75.77,73.65,75.76,39326471,FB,Facebook Has Its Own Get-Out-the-Vote Message: The social network is using its vast reach into virtually every American household to urge adults to vote in Tuesday’s elections. The effort mirrors Facebook’s push in other countries’ national elections this year.,"A New App for Travel Meet-Ups: Tripr, a new digital application, helps travelers connect with others who will be at the same destination.",74.89,False
441,2014-11-07,75.39,75.855,75.02,75.6,20774381,FB,"Facebook Makes Its News Feed a Little Less Frustrating: The social network rolled out new tools Friday to give users more control over what they see on its main screen. Facebook has made improving its news feed a top priority, and more changes are coming soon.","Paternity Leave: The Rewards and the Remaining Stigma: When a new father takes time off from work, his whole family can benefit. But maybe his career won’t.",74.95,False
446,2014-11-14,74.27,74.93,74.04,74.88,19476878,FB,"Facebook Will Curtail Unpaid Ads by Brands: The company said it was responding to feedback from its users, who were complaining about too many promotional posts.","Virtual Reality Fails Its Way to Success: For decades, V.R. was a complete flop. But now with the nausea-free Oculus Rift, it may be a total win.",74.45,False
450,2014-11-20,72.8,73.99,72.51,73.6,19154862,FB,Facebook Shuttle Bus Drivers Vote to Unionize: The bus drivers say they are inadequately paid and endure a stressful work schedule of split shifts.,,73.54,False
453,2014-11-25,74.21,75.74,74.13,75.63,32250205,FB,"The Slippery Slope of Silicon Valley: Are tech companies like Uber, Google and Facebook ethically challenged?",,77.67,True
455,2014-11-28,77.67,78.27,77.23,77.7,15992035,FB,"A Facebook Change Makes It Harder for Political Campaigns to See Your Friends: The move to limit access is good for users’ privacy, but also probably for Facebook’s bottom line.",,75.33,False
457,2014-12-02,75.33,75.91,75.04,75.46,16773884,FB,"What Is a True Threat on Facebook?: To protect free speech, the government should prove that a speaker intended to make a threat before it can put him behind bars.",,74.83,False
461,2014-12-08,76.18,77.25,75.4,76.52,25733853,FB,Will We Finally Be Able to Search Facebook Posts?: The social network says it will give English-language users in the United States the ability to search the content of Facebook posts to unearth specific bits of information that are currently difficult to find among the more than one trillion post...,"Warm West Coast Reception for China’s Web Czar (Chillier in Washington): Lu Wei, the de facto head of China’s Internet policy, was greeted warmly by tech executives, but faced strong criticism from officials in Washington.",76.65,True
465,2014-12-12,77.16,78.88,77.02,77.83,28091617,FB,Court Weighs Facebook’s Right to Challenge Search Warrants on Users’ Behalf: A five-judge panel in Manhattan must determine if the company can intervene when it believes the government’s request tramples on the right of customers to be protected from unreasonable searches.,,76.19,False
467,2014-12-16,76.19,77.39,74.59,74.69,31554593,FB,"Unlike Father and Brother, Jeb Bush Does Digital Rollout: Former Gov. Jeb Bush of Florida has been flexing his tech savviness, announcing plans to publish an e-book and proclaiming that he’s exploring the possibility of a presidential run by tweeting a Facebook post.","Chinese Internet Companies Gain Ground in Global Advertising Competition: China, the No. 2 market for digital advertising, has become so important to marketers that Alibaba and Baidu, two Chinese companies that operate almost entirely within their home country, have become two of the largest ad sellers in the world.",76.89,True
468,2014-12-17,75.01,76.41,74.9,76.11,29203904,FB,Still Mastering Facebook. Do I Really Need to Learn Snapchat?: Small businesses experiencing “social media overload” must decide which platforms they’ll embrace and which ones they’ll avoid.,,78.75,True
470,2014-12-19,78.75,80.0,78.33,79.88,43334992,FB,"Citigroup Says Instagram Is Worth $35 Billion: Facebook’s $1 billion acquisition of the photo-sharing app now looks like quite the bargain, according to a new analysis.","Millions of Fake Instagram Users Disappear in Purge: The photo and video sharing service is deleting fake and spam accounts, resulting in sharp drops in the number of followers listed for top celebrities and brands.",82.02,True
471,2014-12-22,80.08,81.89,80.0,81.45,31395770,FB,"Facebook Says Experiments Prove Ads on Its Site Can Spur Donations: But some of the processes the company used were opaque, so a number of questions remain unanswered.",,81.03,False
474,2014-12-26,81.02,81.28,80.51,80.775,10647388,FB,Facebook’s Last Taboo: The Unhappy Marriage: One particular change in relationship status remains a difficult subject to raise online.,"In Advertising, It’s About Who Gets Credit for the Sale: Oracle’s purchase of Datalogix sheds a light on an important side of the digital advertising business: connecting an ad you see with a product you buy.",79.85,False
475,2014-12-29,80.49,80.96,79.71,80.02,14134666,FB,"Daily Report: Pinterest Opening Its Boards to Ads on Wide Scale for First Time: On New Year’s Day, the digital scrapbook Pinterest will start selling advertising, competing with Google, Twitter and Facebook for marketing revenue from the biggest consumer brands.",,79.54,False
476,2014-12-30,79.85,80.59,79.1,79.22,14370763,FB,"Managing Mail on the Mac: Also, guides for Android users and news from Facebook, including a reminder that a new privacy policy goes into effect Jan. 30.","American Workers Say Internet Makes Them More Productive: A new survey by the Pew Research Center finds that e-mail is very important to three-fifths of American workers, while social media is a blip on the charts.",78.58,False
477,2014-12-31,79.54,79.8,77.86,78.02,20040439,FB,"ThinkUp Helps the Social Network User See the Online Self: A service lets a person monitor his or her Facebook or Twitter account, for more awareness of one’s online image.",,77.98,False
480,2015-01-06,77.23,77.59,75.365,76.15,27399288,FB,"When Mark Zuckerberg Likes a Book, Sales Soar: The chief of Facebook has created a new book club, setting off a torrent of orders for its first selection, “The End of Power” by Moises Naim.","Daily Report: Getting the Apps to Talk to Each Other: As people spend more time using apps, their Internet has taken a step backward, becoming more isolated — more like the web before search engines.",76.74,True
483,2015-01-09,78.2,78.62,77.2,77.74,21157007,FB,"Blocked In: Questions about parking disputes, relationships, unwanted gifts and declining a Facebook invitation.","What We’re Reading: Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, great reads from Nick Bilton, Quentin Hardy and others.",77.23,False
485,2015-01-13,77.23,78.08,75.85,76.45,25179561,FB,Facebook Will Push Amber Alerts to Users’ News Feeds: Facebook will use its geographic targeting technology to spread the word about abducted children through the news feeds of its American users.,,76.4,False
487,2015-01-15,76.4,76.57,73.54,74.05,34133974,FB,"Facebook Looks to the Workplace for Future Growth: The world’s largest social network of individuals is making a move into the corporate world, hoping to organize the workplace the way it has organized personal relationships.",,75.72,True
488,2015-01-16,74.04,75.32,73.84,75.18,21791529,FB,"Facebook Offers Artificial Intelligence Tech to Open Source Group: The company, which operates an advanced lab for artificial intelligence research, is donating to an Open Source AI project tools it says can make parts of machine learning work 23 times faster.",Hacker’s List Struggles to Keep Up With Its New-Found Fame: The roughly three-month-old online meeting place for hackers and people who want to hire them reports getting a flood of unexpected visitors.,76.16,True
489,2015-01-20,75.72,76.31,74.82,76.24,22821614,FB,"How Your Facebook Likes Could Cost You a Job: Researchers say a computer model can predict your personality based on your Facebook Likes, and such predictions could one day be used in hiring, banking and more. But should they?","Obama’s Social Media Team Tries to Widen Audience for State of the Union Address  : An Internet-savvy staff aims to reach new audiences for the president’s message, sidestepping the skeptical filter often applied by White House reporters.",77.17,True
493,2015-01-26,77.98,78.47,77.29,77.495,19260820,FB,"Facebook Is Said to Block Pages Critical of Muhammad to Avoid Shutdown in Turkey: An employee said the company had acted to comply with an order from a court in Turkey, whose government has not hesitated to cut access to services like Twitter and YouTube for political reasons.",,76.9,False
494,2015-01-27,76.71,76.88,75.63,75.78,20109977,FB,Facebook Briefly Falters After Malfunction: Facebook said the cause was an internal malfunction rather than a cyberattack.,,76.85,True
495,2015-01-28,76.9,77.638,76.0,76.24,53306422,FB,"Facebook Sales Beat Forecasts, but Expenses Increase Even Faster : A big increase in stock payouts to employees helped push expenses up, and the stock was down in after-hours trading.",,78.0,True
500,2015-02-04,75.09,76.35,75.01,75.63,20277368,FB,Coming to Your Facebook Feed: More Political Videos: Candidates are still struggling to use them effectively — to cut through the clutter of other videos and postings.,,75.68,True
505,2015-02-11,75.09,76.75,75.03,76.51,20877427,FB,"Facebook Takes Its Hardware Designs to a Giant Scale: The social networking giant has open sourced a new kind of computer networking switch that is says enables big, fast, efficient data centers for everyone.",,76.46,False
514,2015-02-25,78.5,80.2,78.5,79.56,25593800,FB,"I Have Been Silenced: By means of a nasty cyberattack, my three Sudan-related websites became unusable to all who visited my Facebook page on February 21, 2014. I believe the Khartoum (Sudan) regime is responsible.",,80.68,True
517,2015-03-02,79.0,79.855,78.52,79.75,21662537,FB,"An Uneasy Relationship Between Telecom and Tech : Large mobile carriers and tech giants like Facebook and Google rely on one another, but they are competing to be consumers’ main source for Internet use on mobile devices.",,79.3,False
519,2015-03-04,79.3,81.15,78.85,80.895,28126686,FB,"Jerry Saltz, New York Magazine Art Critic, Suspended From Facebook: Mr. Saltz said that his access to his Facebook account had been suspended because of complaints; he believes the cause was provocative images of art that he posted.",,80.9,True
521,2015-03-06,80.9,81.33,79.83,80.005,24488581,FB,"French Court Rules It Has Jurisdiction Over Facebook in Nude Painting Case: A court says it can rule in a case against Facebook over suspending a user’s account over a link to a documentary on a Courbet painting, “The Origin of the World.”",,78.5,False
523,2015-03-10,78.5,79.26,77.55,77.55,23067057,FB,"Facebook’s Status Update for Computing: The latest development in Facebook’s push of open-source hardware: a new kind of networking switch, a powerful low-energy computer server and a steadily-increasing number of partners.",,78.1,True
525,2015-03-12,78.1,79.05,77.91,78.93,16093319,FB,Zuckerberg Lawsuit Documents Show Animosity With Would-Be Neighbor: Documents filed Wednesday accuse the Facebook chief executive of reneging on a promise to introduce a would-be neighbor to powerful Silicon Valley friends.,"InMobi Plans to Stay Independent, Dismissing Rumors of Talks With Google: The chief executive of the Indian mobile advertising start-up denied reports that the company was discussing a possible acquisition by Google.",77.96,False
527,2015-03-16,77.96,78.12,77.36,78.07,19305406,FB,"Facebook Clarifies Rules on What It Bans and Why: The world’s largest social network is trying to help users better understand what is allowed on the service, and is also issuing a report on government requests to take down content.",,79.25,True
528,2015-03-17,78.36,79.78,78.34,79.365,22169969,FB,"Facebook Announces a Payments Feature for Its Messenger App: The feature will at first be limited to people who are Facebook friends, but Wall Street expects that such transactions will become a big business.","Sharing Files via Dropbox With People Who Don’t Have an Account: When sending files using Dropbox, a service that stores documents in the cloud, it’s not necessary for the recipient to also use the service.",81.12,True
529,2015-03-18,79.25,81.24,79.17,80.91,36912446,FB,Daily Report: You Can Now Send Your Friends Money on Facebook: The social network’s new feature will allow Facebook friends to send payments to one another through the Messenger app. Wall Street expects such transactions to become a big business.,"PlayBuzz Rides Quizzes and Lists to $16 Million in Financing: A partner at the venture capital fund 83North, which led the round of investment, said that his firm had been drawn to PlayBuzz because it provided a means for any website to attract readers.",83.39,True
530,2015-03-19,81.12,83.0,81.0,82.75,42099523,FB,"Former Employee Sues Facebook for Sex and Race Discrimination: Chia Hong, a woman of Taiwanese descent, claimed that during her three years working for the social network, she faced discrimination, harassment and retaliation and was unfairly fired.",,83.92,True
533,2015-03-24,84.71,86.0699,84.52,85.31,32576522,FB,"Daily Report: Facebook Wants to Be Home to News Media: The social media giant is said to be in talks with several news publishers, offering to deliver their content quickly, in exchange for a certain loss of control over their readership.",,82.72,False
534,2015-03-25,85.5,85.52,82.92,82.92,37436147,FB,Parrying the Latest Predictions of Facebook’s Demise: A theory making the rounds in Silicon Valley warns that Facebook relies too heavily on app ads from start-ups inflated by venture capital. But the threat is overblown.,"Messaging Apps Offer Do-It-All Services in Bid for Higher Profits: Messaging apps with a multitude of features, such as mobile payment portals and games, can walk a fine line between convenient and overwhelming.",83.38,True
535,2015-03-26,82.72,83.77,82.14,83.01,32794800,FB,"Daily Report: Facebook’s High-Stakes Bet on Drones to Deliver Internet Service: In the high-stakes competition for domination of the Internet, Facebook is under pressure to show that it, too, can pursue projects that are more speculative than product.",,83.81,True
539,2015-04-01,82.5,82.72,80.87,81.665,22058167,FB,‘Scrapbooking’ Our Children Into Facebook: How to give your baby her own Facebook page without breaking the rules.,,80.8,False
540,2015-04-02,82.25,82.56,81.44,81.555,19664053,FB,"Uber Hires a Security Chief From Facebook: Joe Sullivan, the ride-hailing company’s new chief security officer, will work in areas like securing driver data, and driver and passenger safety.",Antitrust and Other Inquiries in Europe Target U.S. Tech Giants: New developments offer the latest sign that American tech giants face intensifying scrutiny in Europe that could curb their profits in the region and affect how they operate around the world.,82.65,True
543,2015-04-08,82.63,83.1,81.84,82.275,18966732,FB,"Turkey’s Online Censorship: The country has been pressuring Google, Facebook, and Twitter to remove content critical of its government.",Will the Apple Watch Make Us Happier?: Maybe we actually want our mobile devices to be less addictive.,82.21,False
544,2015-04-09,82.5,82.8,81.71,82.17,15927281,FB,"The Gap Between Auto Dealers and Social Media: Carmakers embrace social media and spend millions of dollars on sophisticated marketing campaigns, but many dealers barely maintain a Facebook page.",,81.93,False
545,2015-04-10,82.21,82.61,81.91,82.04,12529738,FB,"On Social Media, Teens Aren’t So Different After All: Among teenagers, Facebook is still more popular than newer social networks like Snapchat.",,83.17,True
550,2015-04-17,81.48,82.11,80.37,80.775,24214983,FB,"How Many Fingers Does Hillary Clinton Have Up? … Five!: In celebration of National High-Five Day, Hillary Rodham Clinton’s campaign team took to Facebook with an animation of Kate McKinnon, her doppelgänger on “Saturday Night Live.”","Hey, Kids, Look at Me When We’re Talking: The strain of getting young people to turn from their screens and look into other people’s eyes.",84.0,True
553,2015-04-22,84.32,84.74,83.65,84.63,45547963,FB,"Facebook’s Growth Slows Slightly, but Mobile Shift Intensifies: The company said that three-quarters of its first-quarter ad revenue and most of its visitors came from mobile devices.",,82.77,False
554,2015-04-23,84.1,85.59,82.41,82.41,73728080,FB,Daily Report: Facebook’s Earnings Underline a Shift to Mobile: The company said that three-quarters of its first-quarter ad revenue and most of its visitors came from mobile devices.,,81.87,False
556,2015-04-27,81.87,82.93,81.63,81.91,25446032,FB,"British Conservatives Suspend Candidate for Anti-Semitic Facebook Slur: The candidate, Gulzabeen Afsar, suggested that the leader of the opposition Labour Party, Ed Miliband, was unfit to succeed the leader of her party.",,80.01,False
557,2015-04-28,81.83,81.9,80.23,80.68,23775344,FB,"Casting Early Presidential Vote Through Facebook by Clicking ‘Unfollow’: Many users are whittling adverse viewpoints, resulting in the kind of polarization experience more often associated with MSNBC or Fox News.",Europe’s Google Problem: The politics behind the European Union’s antitrust charges against the American Internet giant.,80.01,False
563,2015-05-06,77.97,78.81,77.05,78.1,28663026,FB,"Daily Report: Silicon Valley Remembers Dave Goldberg: The worlds of technology, entertainment and politics converged to remember the chief of SurveyMonkey, who was also the husband of Sheryl Sandberg of Facebook.",,79.1,True
564,2015-05-07,78.0,78.94,77.56,78.425,19749428,FB,Trucking Company Shows Facebook Road to Future: Both Swift Transportation and the social networking giant face shareholder votes to dump feudalistic dual-share structures.,,78.48,True
565,2015-05-08,79.1,79.23,78.03,78.51,19943595,FB,"Daily Report: Facebook Use Polarizing? Site Begs to Differ: Almost 29 percent of the news stories displayed by Facebook’s News Feed present views that conflict with the user’s own ideology, the study found.","What We’re Reading: Get recommendations from New York Times reporters and editors, highlighting interesting stories from around the web. In this installment, great reads from John Branch, Lynda Richardson and others.",77.87,False
567,2015-05-12,77.87,77.89,76.79,77.46,21285310,FB,Israel Jails Palestinian Who Applauded Militant Attacks on Facebook: A father of six was sentenced to nine months in jail in a rare case in which statements on social media were regarded as a crime.,,78.94,True
568,2015-05-13,77.72,78.53,77.65,78.44,21512309,FB,How Facebook’s News Feed Will Change on Mobile: A representative of one participating publisher said the social network’s new format for presenting news articles to iPhone users was “buttery smooth.”,,81.41,True
569,2015-05-14,78.94,81.845,78.67,81.37,49437996,FB,"Publishers Send Diverse Group of News Articles in Facebook Debut : In the first day of Facebook Instant Articles, readers mostly saw an eclectic mix of articles rather than a clear signal of what is to come.","Uber and Internet Giants Assail New York City’s Plan to Bolster Rules for Car-Hire Apps: Under the proposal, smartphone app operators must get city approval to modify certain changes to any app used to arrange vehicles for hire.",80.33,False
571,2015-05-18,80.33,81.38,80.23,80.88,21613674,FB,"As Beyoncé Visits Haiti, Facebook Users Show Skepticism: A post by the American Embassy in Haiti was met with criticism over such celebrity visits and frustration with the pace of rebuilding since the 2010 earthquake.","Snapchat: A New Mobile Challenge for Storytelling: Talya Minsberg, a social media editor, describes one of The Times’s latest social experiments: using Snapchat to tell stories.",80.47,False
573,2015-05-20,80.47,81.1,79.46,80.55,23056899,FB,"Hillary, Jeb, Facebook and Disorder: Huge disruptive inflections in technology, the labor market and geopolitics have the 2016 presidential candidates in a leadership quandary.",,80.35,False
575,2015-05-22,80.35,81.31,80.25,80.54,19567937,FB,Soul-Searching as Ireland Prepares to Vote on Same-Sex Marriage: The New York Times asked readers on Facebook who live in Ireland how the referendum is being discussed in their family.,"Young Saudis, Bound by Conservative Strictures, Find Freedom on Their Phones: Confronted with an austere version of Islam and strict social codes, they increasingly rely on apps and social media for self-expression and liberation.",79.6,False
576,2015-05-26,80.43,80.6,79.08,79.335,16321339,FB,"Daily Report: As Facebook Sweeps Across Europe, Regulators Gird for Battle: The European Court of Justice is expected to issue a preliminary decision over whether the social network giant can continue transferring data between Europe and the United States.","Who’s the Watchdog? In Europe, the Answer Is Complicated: Reforms aimed at answering this question are expected by the end of the year, with domestic privacy regulators eager to hold on to the power to police activities in their own countries.",80.25,True
580,2015-06-01,79.3,80.38,78.66,80.29,18119012,FB,The Court and Online Threats: The Supreme Court was right to reverse the conviction of a man who posted graphically violent messages on Facebook about his former wife and others.,"Supreme Court Overturns Conviction in Online Threats Case, Citing Intent: The justices, ruling in the case of a self-styled rapper angry at his estranged wife, said prosecutors must prove comments were intended as threats.",81.35,True
583,2015-06-04,82.14,82.95,81.51,82.05,20863877,FB,"Mark Zuckerberg, Let Me Pay for Facebook: “Free” social networking sites cost more than we think.","Sheryl Sandberg’s Post on Late Husband Sets  Off Meditations on Grief: Sheryl Sandberg’s post on her late husband, Dave Goldberg, marking the end of a 30-day mourning period, has sparked numerous meditations on grief.",81.82,False
589,2015-06-12,81.37,82.09,81.2,81.53,11417882,FB,"Facebook Offers a Glimpse of Oculus Rift Goggles: The company outlined ambitious plans for the virtual reality headset, but didn’t actually demonstrate the product.",,80.82,False
594,2015-06-19,82.83,82.98,82.12,82.51,23353194,FB,"Log On and Hit ‘Like’ … Facebook Measures the Candidates: Hillary Rodham Clinton, Bernie Sanders and Rand Paul did well from mid-May to mid-June in their likes, posts, comments and shares, according to interaction figures released by Facebook.","What We’re Reading: Get recommendations from New York Times reporters and editors, highlighting interesting stories from around the web. In this installment, great reads from Peter Applebome, Peter Baker and others.",84.96,True
601,2015-06-30,86.6,86.7,85.57,85.765,23233183,FB,"Zuckerberg Takes Questions in Facebook Session Marred by Tech Troubles: Facebook’s chief responded to ordinary users and celebrities like Arnold Schwarzenegger about the nature of happiness and the future of social media, but the session went offline for several minutes.","June 30, 2015 — Pictures of the Day: Photos from Afghanistan, Syria, Indonesia and the United States.",87.4,True
602,2015-07-01,86.77,87.95,86.49,86.91,25260045,FB,"Facebook Wins a Round in Austrian Court Case: Max Schrems, an Austrian law student, had accused the social media giant of violating Europe’s tough privacy rules.","July 1, 2015 — Pictures of the Day: Photos from Switzerland, Germany, Greece and Indonesia.",86.49,False
606,2015-07-08,86.29,86.75,85.445,85.65,24399340,FB,"Facebook’s New Female-First ‘Friends’ Icon: The symbol change is a step in the right direction, but when it comes to representation, Facebook needs to do more.",,87.35,True
607,2015-07-09,86.73,87.6,85.6499,85.88,23307402,FB,"Facebook Gives Users More Control Over Their News Feeds: Facebook announced a set of features that will give users more control over what they want to see in their news feed. In essence, you get to reprogram the social network’s algorithm.","Donald Trump’s Comments Resonate With Some in G.O.P.: There are some Republicans rejoicing and strongly supporting in Donald J. Trump’s comments about Mexicans, including the conservative radio commentator Rush Limbaugh.",88.66,True
608,2015-07-10,87.35,88.22,86.77,87.95,23245873,FB,"Daily Report: Facebook Said to Seek Licensing Deals for Music Videos: If the company, which has been expanding its video offerings, can strike a deal with music labels, it could rival Google’s YouTube.",,90.46,True
613,2015-07-17,92.55,95.39,92.54,94.97,54001635,FB,"Deleting Facebook Comments in Mobile Apps: Also, the hurdles in managing the Control Center in iOS 8.",Morning Agenda: Samsung C&T Shareholders Reject Elliott’s Activism: Samsung C&T Shareholders Reject Elliott’s Activism | Greek Exit Prospect Remains | Online Lending Inspection | Elusive Convictions,98.95,True
614,2015-07-20,95.85,98.6,95.36,97.91,54860541,FB,"In Facebook Chat, Hillary Clinton Tells of Her Love of Pantsuits, and Jabs Her Rivals: Hillary Rodham Clinton dished out some news on her philosophy of financial regulation, proclaimed her love of pantsuits and threw some jabs at her Republican rivals in her inaugural Facebook chat as a presidential candidate on Monday.",,96.74,False
615,2015-07-21,98.95,99.24,97.1427,98.39,39453332,FB,"Facebook Loses Appeal on New York Search Warrants: A New York appeals court agreed with a lower court that only a defendant could challenge a search warrant, and then only during a hearing before a trial.",,96.96,False
618,2015-07-24,97.35,97.76,95.88,96.95,33444930,FB,"Egyptians Turn to Facebook to Highlight Decrepit Public Facilities: Feeling more and more isolated from their government, Egyptians have posted images online to lament the miserable state of their surroundings.",,94.84,False
621,2015-07-29,96.32,97.28,94.74,96.99,64648320,FB,"Daily Report: The Tough Realities of a Twitter Turnaround: Even with a new interim chief, Twitter is dealing with the same old problem of anemic user growth. The focus shifts on Wednesday to Twitter’s more successful rival, Facebook, and its quarterly results.","Yahoo Offers New Mobile Chat Service Featuring Silent Video: Last year, Yahoo all but gave up on updating its Messenger mobile apps. Now, the company is introducing a new, decidedly quirky messaging app with a surprising combination of features.",94.95,False
622,2015-07-30,94.91,95.81,91.8,95.21,86211323,FB,"A Facebook Project to Beam Data From Drones Is a Step Closer to Flight: The company said its unmanned aerial vehicle, intended to bring Internet access to remote areas, is ready for tests in the upper atmosphere, most likely in the United States.","July 30, 2015 — Pictures of the Day: Photos from Pakistan, Israel, Nepal and India.",93.53,False
623,2015-07-31,94.95,96.33,93.95,94.01,46509045,FB,"Mark Zuckerberg Posts on Facebook: After Miscarriages, We’re Having a Baby: The chief executive of Facebook, Mark Zuckerberg, disclosed that he and his wife, Priscilla Chan, are expecting a baby girl. The road to get there wasn’t easy.","July 31, 2015 — Pictures of the Day: Photos from West Bank, United States, La Réunion and Malaysia.",93.79,False
627,2015-08-06,97.18,98.74,94.42,95.12,42271318,FB,Facebook Joins the Live-Streaming Crowd With a Service for Celebrities: Facebook has joined the live-stream scene with a video service that airs clips as they’re happening — but it’s only for famous people.,Photographs Most Muscular: Brian Finke wanted to go beyond the glistening muscles and dramatic poses and get at the spirit and personalities of competitive bodybuilders.,95.68,True
634,2015-08-17,94.42,94.46,93.39,93.93,18313531,FB,"Facts & Figures: Bernie Sanders Gets an Online Upswing: Facebook interest in the senator from Vermont more than doubled last week, according to The New York Daily News.",,94.63,True
638,2015-08-21,87.52,89.18,85.61,86.06,62778680,FB,"Unseen Burdens in Chrome That Can Lead a Mac to Lag: Determining whether a browser might be the source of a computer’s sluggishness, and a look at Facebook’s “authentic identity” policy.","Have You Cut the Cable Cord?: “Never looking back,” said one of a number of readers who have given up cable.",86.95,True
639,2015-08-24,77.03,87.14,72.0,82.09,83710727,FB,"Italian Neighbors Build a Social Network, First Online, Then Off: An idea that began with a Facebook page started by two people looking to make friends has expanded beyond the narrow confines of Via Fondazza in Bologna.","August 24, 2015 — Pictures of the Day: Photographs from Syria, Serbia, Malaysia and Britain.",85.95,True
641,2015-08-26,85.95,87.46,83.26,87.19,45124302,FB,Facebook Tests a Digital Assistant for Its Messaging App: Facebook is wading into the increasingly crowded field of digital personal assistants with a new offering called M.,,89.94,True
646,2015-09-02,88.82,89.89,87.63,89.89,27190527,FB,Icelanders Use Facebook to Open Door to Refugees: Iceland’s prime minister has said a council of ministers would explore how the island nation could take in migrants.,,87.2,False
647,2015-09-03,89.76,89.82,87.73,88.15,27048198,FB,"Facebook Takes a Step Into Education Software: A small team at the social media giant is developing the educational software, which is being used in about 30 schools but has much broader ambitions.",,89.69,True
650,2015-09-09,90.78,91.98,90.17,90.44,32551123,FB,"Matt Jacobson, Facebook’s Gatekeeper for Hollywood: As he takes on more responsibility working with television and movie studios, he is also pursuing an interest in fashion.",,91.68,True
652,2015-09-11,91.68,92.08,91.13,92.05,21185049,FB,"Greenwich Village Townhouse Sold for $22.3 Million: A four-story Greenwich Village townhouse was the sale of the week, and the likely buyer was a Facebook founder.",,92.37,True
654,2015-09-15,92.37,93.25,91.79,92.9,18859351,FB,"Stuck With Low Polling, Bobby Jindal Swings at Donald Trump: The latest effort by Gov. Bobby Jindal of Louisiana attacking Donald J. Trump comes in the form of a web video on Facebook that mocks Mr. Trump’s descriptions of his knowledge of foreign policy.",,93.37,True
655,2015-09-16,92.9,93.6,92.63,93.45,16321193,FB,"Daily Report: Fast Reaction to Facebook Adding a New Button: Minutes after Mark Zuckerberg of Facebook announced that the company would soon begin testing a button to express negative emotions on the social network, reaction started pouring in.",Paid Leave for Moms and Dads: Reporter’s Notebook: Noam Scheiber offers insight into his article on Time Warner’s settlement with a former CNN correspondent who said the company’s parental leave policy discriminated against fathers.,93.2,False
660,2015-09-23,93.4,94.32,92.8,93.97,21701427,FB,"Fall TV Season Opens Onto a Shifting Ad Landscape: Traditional television might reach big audiences, but social media outlets like Facebook and Twitter can offer cheaper ways to connect with specific groups.",,95.79,True
664,2015-09-29,89.1,90.06,85.72,86.67,42281838,FB,"No, You Don’t Need to Post a Facebook Copyright Status: A post making the rounds on Facebook urges users to declare their photographs and other information protected by copyright, but it has no legal merit.","September 29, 2015 — Pictures of the Day: Photos from Greece, Germany, Afghanistan and South Africa.",90.05,True
668,2015-10-05,92.94,94.27,92.66,94.01,27292517,FB,"Facebook Reaches Deal to Beam the Internet to Africa With a Satellite: The American social network has partnered with Eutelsat, a French satellite provider, to bring a selection of free Internet services across sub-Saharan Africa through a new satellite in the second half of next year.","Tech Giants Top Best Global Brands List: Apple and Google, along with other technology companies, made it into the top 10 of Interbrand’s annual report.",93.11,False
669,2015-10-06,94.08,94.17,92.34,92.8,22488275,FB,Data Transfer Pact Between U.S. and Europe Is Ruled Invalid: The decision by the European Court of Justice throws into doubt how tech giants like Facebook and Google can use digital data from millions of users.,"Seven Ways Parents Can Help 13-Year-Olds Start Their Social Media Lives Right: Start benignly, with Instagram, monitor their lurking, and do plenty of lurking yourself.",91.89,False
671,2015-10-08,91.89,93.22,90.47,92.47,27290523,FB,Facebook to Test Emoji as Reaction Icons: The new reaction icons will be available to most Facebook users in Spain and Ireland by the end of this week.,"In Europe-U.S. Clash on Privacy, a Longstanding Schism: The two sides say they are close on data sharing, but there is no timetable and their objectives are profoundly different.",93.32,True
683,2015-10-26,102.2,103.81,101.55,103.77,25961212,FB,"Daily Report: Facebook Goes to India … Again: Facebook’s Internet.org effort has been criticized as an attempt to promote the company’s own interests. This week, Mark Zuckerberg, the social media giant’s chief executive, is expected to discuss the project during a visit to New Delhi.",Morning Agenda: Uber Said to Plan Another $1 Billion in Fund-Raising: Big Questions for Valeant | Earnings Misstatements Come in Bunches,103.9,True
